Sentences,Naive Bayes,KNN,Decision Tree,Logistic Regression,Perceptron Model,Random Forest,SVM,sum count,Company,True Label,Classified by Hand,Pattern Recognition,Issues / Comments
24 Overview Carbon Water Waste Ecosystems Appendix,0,0,1,0,0,0,0,1,Microsoft,irr,irr,,
"5 Advance waste data tools Building on our FY21 work to transform our waste accounting, we will continue to improve our waste data tools so they more accurately model business activity.",0,0,1,0,0,0,0,1,Microsoft,irr,irr,"vague, future tense, no concrete action",
fuel at and moving to all electric kitchens.,0,0,0,0,0,1,0,1,Microsoft,rel,rel,"present tense, action of ""moving to""",
"focused on offering low-emissions usage as Energy-saving mode on Xbox, which can reduce power usage during standby mode from 15 W down to 0.5–2 W, as well as Xbox Cloud Gaming, which will be powered by",0,1,0,0,0,0,0,1,Microsoft,rel,rel,future tense but numbers,
Dairy Goal progress dairy materials purchased from suppliers operating under animal welfare schemes 74% Overview Ingredients Cocoa Cocoa Life Wheat Harmony Wheat Palm Oil Dairy,1,0,0,0,1,0,0,2,Mondelez_Intl,irr,irr,,may not be extracted properly
"Through these two initiatives, which aim to raise a total of CHF 150 million (~USD $150 million), Mondelēz International is investing CHF 3 million to address children’s inadequate access to quality education in cocoa-growing regions: a key root cause of child labor, which can only be addressed systemically.",0,0,1,0,0,1,0,2,Mondelez_Intl,irr,rel,,
"1,030 1,070 1,450 1,810 2018 2019 2020 2021 Wheat volume needed for Europe business unit biscuits production grown under Harmony charter by 2022 60% 65% 76% 91% La Haye Fouassierre Cestas Toulouse Biscuit factories Harmony farming regions Viana Granollers Granville Herentals Jussy Chateau-Thierry Charleville Vernins Besancon Marianske Lazne Opava Plonsk Jaroslaw Szekesfehervar Lovosice Capriata Countries With Harmony Farmers We grow Harmony Wheat as close as possible to our biscuit factories in Europe, to keep ingredient miles to a minimum.",1,0,0,0,1,0,0,2,Mondelez_Intl,irr,rel,,may not be extracted properly
"Newmont’s goal to be carbon neutral by 2050 is supported by a combination of our long-life portfolio of gold and copper projects with anticipated 4 economic, technological and policy 3.5 improvements.",0,1,0,0,0,0,1,2,NewmontMining,rel,rel,,"but very vague, arguably irr. key word - carbon neutral"
"GHG EMISSIONS (SCOPE 3) REDUCTION ROADMAP TO 2030 Scope 3 emissions account for approximately 62 percent of Newmont’s total emissions profile, and 91 percent of these emissions fall within four of the 15 Scope 3 emissions reporting categories (as defined by the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard): • 36 percent are investments, which include our equity share in joint ventures’ Scope 1 and 2 emissions (category 15) • 30 percent are purchased goods and services (category 1) • 13 percent are fuel- and energy-related activities (category 3) • 12 percent are processing of sold products (category 10)",0,1,1,0,0,0,0,2,NewmontMining,rel,rel,,but need more context on terminology
"We will need scale and partnerships to disrupt current technologies, and a centralized approach to help us achieve our goals.",0,1,0,0,0,0,0,1,NewmontMining,irr,irr,"vague, future tense, no concrete action",
"The model contains many data points relating to how the utility system operates (load forecast, unit data, new unit costs, etc.)",1,0,0,0,1,0,0,2,NextEraEnergyZeroCarbonBlueprint,irr,irr,,
"2005 Continued the transition away from foreign oil and added 2,214 MW of natural gas and 434 MW of wind.",0,0,1,0,0,0,1,2,NextEraEnergyZeroCarbonBlueprint,rel,rel,,
02 Establishing a new industry standard to help our customers in the power sector reach their goals.,0,1,0,0,0,1,0,2,NextEraEnergyZeroCarbonBlueprint,irr,irr,,
"Over that same time period, our total generation capacity increased 72% to meet growing customer demand.",1,0,0,0,0,1,0,2,NextEraEnergyZeroCarbonBlueprint,irr,rel,,
"2007 Acquired 1,024 MW of nuclear, added 1,150 MW natural gas and 824 MW of wind.",0,0,1,0,0,0,0,1,NextEraEnergyZeroCarbonBlueprint,rel,rel,past tense + numbers,
"2020 Retired 615 MW of nuclear and 330 MW of coal, converted 924 MW of coal to natural gas, completed a 23 MW nuclear uprate, repowered 1,432 MW of wind, added 1,993 MW of solar, 2,679 MW of wind and 26 MW of energy storage.",0,0,1,0,0,0,0,1,NextEraEnergyZeroCarbonBlueprint,rel,rel,past tense + numbers,
"Timeline represents point in time, not full year or trailing 12-month view.",1,0,0,0,0,0,0,1,Nike,irr,irr,,
"We identified a composting vendor and supported its efforts to enter the region, and brought together six vendors to create and implement the program.",0,0,0,0,1,0,0,1,Nike,irr,rel,,
"• We also launched Aeos™, a high-strength, weldable structural steel that is produced almost entirely from recycled scrap.",1,0,1,0,0,0,0,2,Nucor,irr,rel,,
We offer employee ergonomics programs and online courses.,0,0,1,0,0,0,0,1,Nvidia,irr,irr,,
"We have established specific targets that we intend to achieve by 2030: 100% renewable electricity and cut GHG emissions in half at our sites Our sites will deliver a 35% increase in water efficiency and source at least five billion liters of water from circular sources Advance at least 20 significant supply chain partnerships to drive circularity on climate, water or waste To learn new methods, find creative partners and to accelerate our circular journey, we joined the Ellen MacArthur Foundation’s Circular Economy 100 working group.",0,0,1,0,0,1,0,2,PandG,irr,rel,,
"Environmental Progress versus 2010 Baseline With our operations, we strive to grow responsibly, constantly improving our efficiency while reducing our global footprint.",1,0,1,0,0,0,0,2,PandG,irr,irr,,
We have exceeded that target delivery: a 21% improvement this year versus 2010.,0,0,0,0,0,1,0,1,PandG,rel,rel,,
"We’re proud that our brands are leading the charge to become sustainability leaders, from Pepsi-branded products in 11 European markets transitioning to 100% rPET bottles by the end of 2022 (which is expected to eliminate over 70,000 tonnes of conventional virgin plastic per year and reduce GHG emissions per bottle by roughly 30%) to the effort of Frito-Lay’s Off The Eaten Path to reduce GHG emissions by offering commercially compostable packaging made with 85% plant-based materials.",0,1,1,0,0,0,0,2,PepsiCo,rel,rel,,
We are investing in zero- and near-zero emission delivery vehicles for our company-owned fleets and partnering with others to support decarbonization of the broader transport industry.,0,0,0,1,0,0,1,2,PepsiCo,rel,rel,,
"To reach these ambitious goals, we’re transforming how we operate across our entire value chain.",0,0,0,0,1,0,0,1,PepsiCo,irr,irr,,
"Our leading smoke-free product is a heated tobacco product commercialized under the IQOS brand, available for sale in 68 markets as of year-end 2021.",0,0,0,0,1,1,0,2,Philip_Morris_Intl,irr,irr,,
"While the shadow price helps prioritize the business case for investments in activities aimed at structurally reducing carbon emissions, our carbon levy helps determine the investments required to abate our emissions through offsetting or insetting initiatives.",0,0,0,0,1,0,0,1,Philip_Morris_Intl,rel,rel,,"but vague, could arguably be irr"
"Combined with a double match from the Prologis Foundation, the company’s total contribution was more than $750,000.",1,0,0,0,1,0,0,2,Prologis,irr,irr,,
"In 2022, we plan to expand EV charging as a service to customers and expect to manage approximately 10 MWs of EV charging capacity.",0,0,1,0,0,1,0,2,Prologis,rel,rel,,
We have committed to achieving carbon neutral construction by 2025 for every building we build or redevelop.,0,1,0,0,0,0,1,2,Prologis,rel,rel,,
"It features electric and natural gas vehicle infrastructure, a rain catchment system for irrigation, 12 acres of PARKlifeTM space and placement of beehives on site.",0,0,1,0,0,0,1,2,Prologis,rel,rel,,
"• We conduct an annual pay equity analysis that covers gender and people of color and includes base salary, bonus and long-term incentives.",0,0,1,0,0,0,0,1,Prologis,irr,irr,,
"Where appropriate, depending on a building’s location, we install white or reflective surfaces on roofs to reduce a building’s energy consumption.",0,0,0,0,0,0,1,1,Prologis,rel,rel,concrete action,
We have been carbon neutral for scope 1 (direct emissions) and scope 2 (emissions from purchased energy) since 2019.,0,0,1,0,0,0,0,1,Prologis,rel,rel,past tense,
"■ Safety hazard analysis, which identifies potential hazards associated with product failure or misuse, the criticality of those hazards, the mitigation or control of those hazards and the verification of the hazard controls.",0,0,1,0,0,0,0,1,Raytheon,irr,irr,,
"a Pratt & Whitney GTFTM engine takes off from one of our 58 airline Every 20 seconds, powered aircraft customers, producing 16% lower CO2 emissions and delivering 50% less nitrogen-oxide (NOx) emissions compared to prior-generation best-in-class engines, namely the IAE V2500 turbofans from 2015 levels.",0,0,0,0,1,0,0,1,Raytheon,rel,rel,,
37 RAYTHEON TECHNOLOGIES ESG REPORT 2021 01 Introduction 02 Commitment 03 People 04 Planet 05 Principles 06 Appendix Introducing hybrid-electric propulsion Hybrid-electric aircraft propulsion systems pair a conventional aircraft engine with an electric motor and drivetrain.,0,1,0,0,0,0,0,1,Raytheon,irr,rel,,but unclear what exactly it's saying
"It also includes medium- and long- term targets of 20% by 2030, 45% by 2035, and 100% by 2050 (compared with 2016), in step with society.",0,0,1,0,1,0,0,2,Shell,rel,rel,,
"We aim to be net zero on emissions generated by our operations by 2050 or sooner, in step with society, as well as on emissions associated with the energy we need to power them.",0,1,0,0,0,0,0,1,Shell,rel,rel,,do goals/aims count?
FY21 Results: Diversity in Manufacturing Roles Goal: We will achieve 40% BIPOC representation and 30% representation of women for manufacturing roles in the U.S. by 2025.,1,0,0,0,1,0,0,2,Starbucks,irr,irr,,
"With performance-based standards that incorporate design and extend throughout the life of a store, Starbucks Greener Stores in North America have reduced energy consumption by 30% compared with the company’s prior store designs.",0,0,1,0,0,0,0,1,Starbucks,rel,rel,,
We plan on updating the companywide HRIA in 2022.,1,0,0,0,1,0,0,2,Target,irr,irr,,
"40–42 Public Policy & Civic Engagement p. 65 9 Industry, Innovation and Infrastructure • Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation Inclusive Products, Experiences and Marketing p. 35 Climate and Energy pp.",0,0,0,0,1,0,0,1,Target,irr,irr,,
"Since this process involves large ovens, today’s cell production consumes a lot of energy.",1,0,0,0,0,1,0,2,Tesla,irr,irr,,
"Together with the renewable energy sourced for our Ireland operations, TJX Europe helped reduce TJX’s global corporate market-based GHG inventory by over 34,000 metric tons of CO2e.",0,0,0,0,1,0,0,1,TJX,rel,rel,,
"The TRIR has been falling steadily since 2015, and fell to 0.73 in 2021.",1,1,0,0,0,0,0,2,Total,irr,irr,,concrete action but unclear if environmentally related
"The goal is to combine and balance the value of agricultural and forestry revenues with the value of co-benefits for the population, soil, biodiversity, and the water cycle and that of carbon credits.",0,1,0,0,1,0,0,2,Total,irr,irr,"speaking about goals, plans, or ""will do""s",
"Besides being low carbon themselves, they offer the considerable advantage of recycling CO2.",0,0,1,0,0,1,0,2,Total,irr,irr,,lead in
"The Company’s goal is to provide its customers with storage capacity of more than 10 Mt CO2/year by 2030, with the ambi- tion of lifting capacity to more than 50 Mt CO2/year by 2050.",0,1,1,0,0,0,0,2,Total,rel,rel,,
"Including service stations, B2B sites and government concessions.",0,1,1,0,0,0,0,2,Total,irr,irr,,
"Of the 400 positions at Grandpuits and the associated Gargenville depot, 250 will be maintained.",1,0,0,0,1,0,0,2,Total,irr,irr,,
"From 2010 to Lacq, France, CO2, 2013, TotalEnergies developed a pilot project in involving a complete CCS chain, in which carbon from a steam generator was captured using oxy-combustion technology (a European first) and then transported and stored in a depleted reservoir.",0,0,0,1,1,0,0,2,Total,rel,rel,,
"Nearly 10,000 positions (excluding Hutchinson) open to mobile candidates were posted in 2021.",1,0,0,0,1,0,0,2,Total,irr,irr,,
"— Since 2021, TotalEnergies and CIMA (Centro de Conservation, Investigacion y Manejo de Areas Naturales), a Peru-based NGO, have been working together in the Peruvian Amazon to fund projects for preserving the primary forest in Cordilleria Azul National Park, which spans 1.35 million hectares and is included on the IUCN Green List.",0,0,1,0,0,1,0,2,Total,rel,rel,,
"In 2014, for example, it helped launch the Oil & Gas Climate Initiative (OGCI).",1,0,1,0,0,0,0,2,Total,irr,rel,,
of by the Zeeland refinery’s hydrogen plant as 2026.,0,1,0,0,1,0,0,2,Total,rel,irr,,but looks like not extracted properly
